"year","proc_measure","uid"
2009,"b01","2.01.001.00"
2009,"b02","2.01.002.00"
2009,"b03","2.01.003.00"
2009,"b04","2.01.004.00"
2009,"b05","2.01.005.00"
2009,"b06","2.02.002.00"
2009,"b07","2.02.001.00"
2009,"b08","2.02.003.00"
2009,"b09","2.03.001.00"
2009,"b10","2.03.004.00"
2009,"b11","2.03.005.00"
2009,"b12","2.03.006.00"
2009,"b13","2.03.007.00"
2009,"b14","2.03.008.00"
2009,"b15","2.03.009.00"
2009,"b16","2.03.010.00"
2009,"b17","2.03.011.00"
2009,"b18","2.03.013.00"
2009,"b19","2.04.001.00"
2009,"b20","2.04.002.00"
2009,"b21","2.04.003.00"
2009,"b22","2.05.001.00"
2009,"b23","2.05.002.00"
2009,"b24","2.05.003.00"
2009,"b25","2.05.004.00"
2009,"b26","2.06.001.00"
2009,"b27","2.06.002.00"
2009,"b28","2.06.003.00"
2009,"b29","2.06.004.00"
2009,"b30","2.07.003.00"
2009,"b31","2.07.001.00"
2009,"b32","2.07.002.00"
2009,"b33","2.07.004.00"
2009,"b34","2.07.005.00"
2009,"b35","2.07.006.00"
2009,"b36","2.07.007.00"
2009,"b37","2.08.001.00"
2009,"b38","2.08.002.00"
2009,"b39","2.08.003.00"
2009,"b40","2.09.004.00"
2009,"b41","2.09.001.00"
2009,"b42","2.09.002.00"
2009,"b43","2.09.003.00"
2009,"b44","2.09.005.00"
2009,"b45","2.09.006.00"
2009,"b46","2.09.007.00"
2009,"b47","2.09.008.00"
2009,"b48","2.09.009.00"
2009,"b49","2.09.010.00"
2009,"b50","2.10.001.00"
2009,"b51","2.10.002.00"
2009,"b52","2.10.003.00"
2009,"b53","2.10.004.00"
2009,"b54","2.10.005.00"
2009,"b55","2.11.001.00"
2009,"b56","2.11.002.00"
2009,"d01","5.01.001.00"
2009,"d02","5.01.002.00"
2009,"d03","5.01.003.00"
2009,"e01","6.01.001.00"
2009,"e03","6.02.001.00"
2010,"b01","2.01.001.00"
2010,"b02","2.01.002.00"
2010,"b03","2.01.003.00"
2010,"b04","2.01.004.00"
2010,"b05","2.01.005.00"
2010,"b06","2.02.002.00"
2010,"b07","2.02.001.00"
2010,"b08","2.02.003.00"
2010,"b09","2.03.001.00"
2010,"b10","2.03.004.00"
2010,"b11","2.03.005.00"
2010,"b12","2.03.006.00"
2010,"b13","2.03.007.00"
2010,"b14","2.03.008.00"
2010,"b15","2.03.009.00"
2010,"b16","2.03.010.00"
2010,"b17","2.03.011.00"
2010,"b18","2.03.013.00"
2010,"b19","2.04.001.00"
2010,"b20","2.04.002.00"
2010,"b21","2.04.003.00"
2010,"b22","2.05.001.00"
2010,"b23","2.05.002.00"
2010,"b24","2.05.003.00"
2010,"b25","2.05.004.00"
2010,"b26","2.06.001.00"
2010,"b27","2.06.002.00"
2010,"b28","2.06.003.00"
2010,"b29","2.06.004.00"
2010,"b30","2.07.003.00"
2010,"b31","2.07.001.00"
2010,"b32","2.07.002.00"
2010,"b33","2.07.004.00"
2010,"b34","2.07.005.00"
2010,"b35","2.07.006.00"
2010,"b36","2.07.007.00"
2010,"b37","2.08.001.00"
2010,"b38","2.08.002.00"
2010,"b39","2.08.003.00"
2010,"b40","2.09.004.00"
2010,"b41","2.09.001.00"
2010,"b42","2.09.002.00"
2010,"b43","2.09.003.00"
2010,"b44","2.09.005.00"
2010,"b45","2.09.006.00"
2010,"b46","2.09.007.00"
2010,"b47","2.09.008.00"
2010,"b48","2.09.009.00"
2010,"b49","2.09.010.00"
2010,"b50","2.10.001.00"
2010,"b51","2.10.002.00"
2010,"b52","2.10.003.00"
2010,"b53","2.10.004.00"
2010,"b54","2.10.005.00"
2010,"b55","2.11.001.00"
2010,"b56","2.11.002.00"
2010,"c01","3.05.001.00"
2010,"c02","3.05.002.00"
2010,"e01","5.01.001.00"
2010,"e02","5.01.002.00"
2010,"e03","5.01.003.00"
2011,"b01","2.01.001.00"
2011,"b02","2.01.002.00"
2011,"b03","2.01.003.00"
2011,"b04","2.01.004.00"
2011,"b05","2.01.005.00"
2011,"b06","2.02.002.00"
2011,"b07","2.02.001.00"
2011,"b08","2.02.003.00"
2011,"b09","2.03.001.00"
2011,"b10","2.03.004.00"
2011,"b11","2.03.005.00"
2011,"b12","2.03.006.00"
2011,"b13","2.03.007.00"
2011,"b14","2.03.008.00"
2011,"b15","2.03.009.00"
2011,"b16","2.03.010.00"
2011,"b17","2.03.011.00"
2011,"b18","2.03.013.00"
2011,"b19","2.04.001.00"
2011,"b20","2.04.002.00"
2011,"b21","2.04.003.00"
2011,"b22","2.05.001.00"
2011,"b23","2.05.002.00"
2011,"b24","2.05.003.00"
2011,"b25","2.05.004.00"
2011,"b26","2.06.001.00"
2011,"b27","2.06.002.00"
2011,"b28","2.06.003.00"
2011,"b29","2.06.004.00"
2011,"b30","2.07.003.00"
2011,"b31","2.07.001.00"
2011,"b32","2.07.002.00"
2011,"b33","2.07.004.00"
2011,"b34","2.07.005.00"
2011,"b35","2.07.006.00"
2011,"b36","2.07.007.00"
2011,"b37","2.08.001.00"
2011,"b38","2.08.002.00"
2011,"b39","2.08.003.00"
2011,"b40","2.09.004.00"
2011,"b41","2.09.001.00"
2011,"b42","2.09.002.00"
2011,"b43","2.09.003.00"
2011,"b44","2.09.005.00"
2011,"b45","2.09.006.00"
2011,"b46","2.09.007.00"
2011,"b47","2.09.008.00"
2011,"b48","2.09.009.00"
2011,"b49","2.09.010.00"
2011,"b50","2.10.001.00"
2011,"b51","2.10.002.00"
2011,"b52","2.10.003.00"
2011,"b53","2.10.004.00"
2011,"b54","2.10.005.00"
2011,"b55","2.11.001.00"
2011,"b56","2.11.002.00"
2011,"b57","2.11.003.00"
2011,"d01","5.01.001.00"
2011,"d02","5.01.002.00"
2011,"d03","5.01.003.00"
2011,"e01","6.01.001.00"
2011,"e03","6.02.001.00"
2012,"b01","2.01.001.00"
2012,"b02","2.01.002.00"
2012,"b03","2.01.003.00"
2012,"b04","2.01.004.00"
2012,"b05","2.01.005.00"
2012,"b06","2.02.002.00"
2012,"b07","2.02.001.00"
2012,"b08","2.02.003.00"
2012,"b09","2.03.001.00"
2012,"b10","2.03.004.00"
2012,"b11","2.03.005.00"
2012,"b12","2.03.006.00"
2012,"b13","2.03.007.00"
2012,"b14","2.03.008.00"
2012,"b15","2.03.009.00"
2012,"b16","2.03.010.00"
2012,"b17","2.03.011.00"
2012,"b18","2.03.013.00"
2012,"b19","2.04.001.00"
2012,"b20","2.04.002.00"
2012,"b21","2.04.003.00"
2012,"b22","2.05.001.00"
2012,"b23","2.05.002.00"
2012,"b24","2.05.003.00"
2012,"b25","2.05.004.00"
2012,"b26","2.06.001.00"
2012,"b27","2.06.002.00"
2012,"b28","2.06.003.00"
2012,"b29","2.06.004.00"
2012,"b30","2.07.003.00"
2012,"b31","2.07.001.00"
2012,"b32","2.07.002.00"
2012,"b33","2.07.004.00"
2012,"b34","2.07.005.00"
2012,"b35","2.07.006.00"
2012,"b36","2.07.007.00"
2012,"b37","2.08.001.00"
2012,"b38","2.08.002.00"
2012,"b39","2.08.003.00"
2012,"b40","2.09.004.00"
2012,"b41","2.09.001.00"
2012,"b42","2.09.002.00"
2012,"b43","2.09.003.00"
2012,"b44","2.09.005.00"
2012,"b45","2.09.006.00"
2012,"b46","2.09.007.00"
2012,"b47","2.09.008.00"
2012,"b48","2.09.009.00"
2012,"b49","2.09.010.00"
2012,"b50","2.10.001.00"
2012,"b51","2.10.002.00"
2012,"b52","2.10.003.00"
2012,"b53","2.10.004.00"
2012,"b54","2.10.005.00"
2012,"b55","2.11.001.00"
2012,"b56","2.11.002.00"
2012,"b57","2.11.003.00"
2012,"d01","5.01.001.00"
2012,"d02","5.01.002.00"
2012,"d03","5.01.003.00"
2012,"e01","6.01.001.00"
2012,"e03","6.02.001.00"
2012,"w01","7.02.001.00"
2012,"w02","7.02.002.00"
2012,"w03","7.02.003.00"
2012,"w04","7.02.004.00"
2013,"b01","2.01.001.00"
2013,"b02","2.01.002.00"
2013,"b03","2.01.003.00"
2013,"b04","2.01.004.00"
2013,"b05","2.01.005.00"
2013,"b06","2.02.002.00"
2013,"b07","2.02.001.00"
2013,"b08","2.02.003.00"
2013,"b09","2.03.001.00"
2013,"b10","2.03.004.00"
2013,"b11","2.03.005.00"
2013,"b12","2.03.006.00"
2013,"b13","2.03.007.00"
2013,"b14","2.03.008.00"
2013,"b15","2.03.009.00"
2013,"b16","2.03.010.00"
2013,"b17","2.03.011.00"
2013,"b18","2.03.013.00"
2013,"b19","2.04.001.00"
2013,"b20","2.04.002.00"
2013,"b21","2.04.003.00"
2013,"b22","2.05.001.00"
2013,"b23","2.05.002.00"
2013,"b24","2.05.003.00"
2013,"b25","2.05.004.00"
2013,"b26","2.06.001.00"
2013,"b27","2.06.002.00"
2013,"b28","2.06.003.00"
2013,"b29","2.06.004.00"
2013,"b30","2.07.003.00"
2013,"b31","2.07.001.00"
2013,"b32","2.07.002.00"
2013,"b33","2.07.004.00"
2013,"b34","2.07.005.00"
2013,"b35","2.07.006.00"
2013,"b36","2.07.007.00"
2013,"b37","2.08.001.00"
2013,"b38","2.08.002.00"
2013,"b39","2.08.003.00"
2013,"b40","2.09.004.00"
2013,"b41","2.09.001.00"
2013,"b42","2.09.002.00"
2013,"b43","2.09.003.00"
2013,"b44","2.09.005.00"
2013,"b45","2.09.006.00"
2013,"b46","2.09.007.00"
2013,"b47","2.09.008.00"
2013,"b48","2.09.009.00"
2013,"b49","2.09.010.00"
2013,"b50","2.10.001.00"
2013,"b51","2.10.002.00"
2013,"b52","2.10.003.00"
2013,"b53","2.10.004.00"
2013,"b54","2.10.005.00"
2013,"b55","2.11.001.00"
2013,"b56","2.11.002.00"
2013,"b57","2.11.003.00"
2013,"b58","3.01.001.00"
2013,"b59","3.01.002.00"
2013,"b60","3.01.003.00"
2013,"b61","3.01.004.00"
2013,"b62","3.01.005.00"
2013,"d01","5.01.001.00"
2013,"d02","5.01.002.00"
2013,"d03","5.01.003.00"
2013,"w01","7.02.001.00"
2013,"w02","7.02.002.00"
2013,"w03","7.02.003.00"
2013,"w04","7.02.004.00"
2013,"e01","6.01.001.00"
2013,"e03","6.02.001.00"
2014,"b01","2.01.001.00"
2014,"b02","2.01.002.00"
2014,"b03","2.01.003.00"
2014,"b04","2.01.004.00"
2014,"b05","2.01.005.00"
2014,"b06","2.02.002.00"
2014,"b07","2.02.001.00"
2014,"b08","2.02.003.00"
2014,"b09","2.03.001.00"
2014,"b10","2.03.004.00"
2014,"b11","2.03.005.00"
2014,"b12","2.03.006.00"
2014,"b13","2.03.007.00"
2014,"b14","2.03.008.00"
2014,"b15","2.03.009.00"
2014,"b16","2.03.010.00"
2014,"b17","2.03.011.00"
2014,"b18","2.03.013.00"
2014,"b19","2.04.001.00"
2014,"b20","2.04.002.00"
2014,"b21","2.04.003.00"
2014,"b22","2.05.001.00"
2014,"b23","2.05.002.00"
2014,"b24","2.05.003.00"
2014,"b25","2.05.004.00"
2014,"b26","2.06.001.00"
2014,"b27","2.06.002.00"
2014,"b28","2.06.003.00"
2014,"b29","2.06.004.00"
2014,"b30","2.07.003.00"
2014,"b31","2.07.001.00"
2014,"b32","2.07.002.00"
2014,"b33","2.07.004.00"
2014,"b34","2.07.005.00"
2014,"b35","2.07.006.00"
2014,"b36","2.07.007.00"
2014,"b37","2.08.001.00"
2014,"b38","2.08.002.00"
2014,"b39","2.08.003.00"
2014,"b40","2.09.004.00"
2014,"b41","2.09.001.00"
2014,"b42","2.09.002.00"
2014,"b43","2.09.003.00"
2014,"b44","2.09.005.00"
2014,"b45","2.09.006.00"
2014,"b46","2.09.007.00"
2014,"b47","2.09.008.00"
2014,"b48","2.09.009.00"
2014,"b49","2.09.010.00"
2014,"b50","2.10.001.00"
2014,"b51","2.10.002.00"
2014,"b52","2.10.003.00"
2014,"b53","2.10.004.00"
2014,"b54","2.10.005.00"
2014,"b55","2.11.001.00"
2014,"b56","2.11.002.00"
2014,"b57","2.11.003.00"
2014,"b58","3.01.001.00"
2014,"b59","3.01.002.00"
2014,"b60","3.01.003.00"
2014,"b61","3.01.004.00"
2014,"b62","3.01.005.00"
2014,"d01","5.01.001.00"
2014,"d02","5.01.002.00"
2014,"d03","5.01.003.00"
2014,"e01","6.01.001.00"
2014,"e03","6.02.001.00"
2014,"w01","7.02.001.00"
2014,"w02","7.02.002.00"
2014,"w03","7.02.003.00"
2014,"w04","7.02.004.00"
2015,"b01","2.01.001.00"
2015,"b02","2.01.002.00"
2015,"b03","2.01.003.00"
2015,"b04","2.01.004.00"
2015,"b05","2.01.005.00"
2015,"b06","2.02.002.00"
2015,"b07","2.02.001.00"
2015,"b08","2.02.003.00"
2015,"b09","2.03.001.00"
2015,"b10","2.03.004.00"
2015,"b11","2.03.005.00"
2015,"b12","2.03.006.00"
2015,"b13","2.03.007.00"
2015,"b14","2.03.008.00"
2015,"b15","2.03.009.00"
2015,"b16","2.03.010.00"
2015,"b17","2.03.011.00"
2015,"b18","2.03.013.00"
2015,"b19","2.04.001.00"
2015,"b20","2.04.002.00"
2015,"b21","2.04.003.00"
2015,"b22","2.05.001.00"
2015,"b23","2.05.002.00"
2015,"b24","2.05.003.00"
2015,"b25","2.05.004.00"
2015,"b26","2.06.001.00"
2015,"b27","2.06.002.00"
2015,"b28","2.06.003.00"
2015,"b29","2.06.004.00"
2015,"b30","2.07.003.00"
2015,"b31","2.07.001.00"
2015,"b32","2.07.002.00"
2015,"b33","2.07.004.00"
2015,"b34","2.07.005.00"
2015,"b35","2.07.006.00"
2015,"b36","2.07.007.00"
2015,"b37","2.08.001.00"
2015,"b38","2.08.002.00"
2015,"b39","2.08.003.00"
2015,"b40","2.09.004.00"
2015,"b41","2.09.001.00"
2015,"b42","2.09.002.00"
2015,"b43","2.09.003.00"
2015,"b44","2.09.005.00"
2015,"b45","2.09.006.00"
2015,"b46","2.09.007.00"
2015,"b47","2.09.008.00"
2015,"b48","2.09.009.00"
2015,"b49","2.09.010.00"
2015,"b50","2.10.001.00"
2015,"b51","2.10.002.00"
2015,"b52","2.10.003.00"
2015,"b53","2.10.004.00"
2015,"b54","2.10.005.00"
2015,"b55","2.11.001.00"
2015,"b56","2.11.002.00"
2015,"b57","2.11.003.00"
2015,"b58","3.01.001.00"
2015,"b59","3.01.002.00"
2015,"b60","3.01.003.00"
2015,"b61","3.01.004.00"
2015,"b62","3.01.005.00"
2015,"b63","3.02.001.00"
2015,"b64","3.02.002.00"
2015,"b65","3.02.003.00"
2015,"b66","3.02.004.00"
2015,"b67","3.02.005.00"
2015,"b68","3.02.006.00"
2015,"b69","3.02.007.00"
2015,"b70","3.02.008.00"
2015,"d01","5.01.001.00"
2015,"d02","5.01.002.00"
2015,"d03","5.01.003.00"
2015,"e01","6.01.001.00"
2015,"e03","6.02.001.00"
2015,"w01","7.02.001.00"
2015,"w02","7.02.002.00"
2015,"w03","7.02.003.00"
2015,"w04","7.02.004.00"
2016,"ees","1.01.001.00"
2016,"mw_ts","1.02.001.00"
2016,"op_ts","1.02.002.00"
2016,"lm_ts","1.02.003.00"
2016,"mt_ts","1.02.004.00"
2016,"ld_ts","1.02.005.00"
2016,"if_ts","1.02.006.00"
2016,"rw_ts","1.02.007.00"
2016,"pb_ts","1.02.008.00"
2016,"lc_ts","1.02.009.00"
2016,"b01","2.01.001.00"
2016,"b02","2.01.002.00"
2016,"b03","2.01.003.00"
2016,"b04","2.01.004.00"
2016,"b05","2.01.005.00"
2016,"b06","2.02.002.00"
2016,"b07","2.02.001.00"
2016,"b08","2.02.003.00"
2016,"b09","2.03.001.00"
2016,"b10","2.03.004.00"
2016,"b11","2.03.005.00"
2016,"b12","2.03.006.00"
2016,"b13","2.03.007.00"
2016,"b14","2.03.008.00"
2016,"b15","2.03.009.00"
2016,"b16","2.03.010.00"
2016,"b17","2.03.011.00"
2016,"b18","2.03.013.00"
2016,"b19","2.04.001.00"
2016,"b20","2.04.002.00"
2016,"b21","2.04.003.00"
2016,"b22","2.05.001.00"
2016,"b23","2.05.002.00"
2016,"b24","2.05.003.00"
2016,"b25","2.05.004.00"
2016,"b26","2.06.001.00"
2016,"b27","2.06.002.00"
2016,"b28","2.06.003.00"
2016,"b29","2.06.004.00"
2016,"b30","2.07.003.00"
2016,"b31","2.07.001.00"
2016,"b32","2.07.002.00"
2016,"b33","2.07.004.00"
2016,"b34","2.07.005.00"
2016,"b35","2.07.006.00"
2016,"b36","2.07.007.00"
2016,"b37","2.08.001.00"
2016,"b38","2.08.002.00"
2016,"b39","2.08.003.00"
2016,"b40","2.09.004.00"
2016,"b41","2.09.001.00"
2016,"b42","2.09.002.00"
2016,"b43","2.09.003.00"
2016,"b44","2.09.005.00"
2016,"b45","2.09.006.00"
2016,"b46","2.09.007.00"
2016,"b47","2.09.008.00"
2016,"b48","2.09.009.00"
2016,"b49","2.09.010.00"
2016,"b50","2.10.001.00"
2016,"b51","2.10.002.00"
2016,"b52","2.10.003.00"
2016,"b53","2.10.004.00"
2016,"b54","2.10.005.00"
2016,"b55","2.11.001.00"
2016,"b56","2.11.002.00"
2016,"b57","2.11.003.00"
2016,"b58","3.01.001.00"
2016,"b59","3.01.002.00"
2016,"b60","3.01.004.00"
2016,"b61","3.01.005.00"
2016,"b62","3.02.007.00"
2016,"b63","3.02.008.00"
2016,"d01","5.01.001.00"
2016,"d02","5.01.002.00"
2016,"d03","5.01.003.00"
2016,"e01","6.01.001.00"
2016,"e03","6.02.001.00"
2016,"e05","6.02.004.00"
2016,"e06","6.04.001.00"
2016,"w01","7.02.001.00"
2016,"w02","7.02.002.00"
2016,"w03","7.02.003.00"
2016,"w04","7.02.004.00"
2017,"ees","1.01.001.00"
2017,"mw_ts","1.02.001.00"
2017,"op_ts","1.02.002.00"
2017,"lm_ts","1.02.003.00"
2017,"mt_ts","1.02.004.00"
2017,"ld_ts","1.02.005.00"
2017,"if_ts","1.02.006.00"
2017,"rw_ts","1.02.007.00"
2017,"pb_ts","1.02.008.00"
2017,"lc_ts","1.02.009.00"
2017,"b01","2.01.001.00"
2017,"b02","2.01.002.00"
2017,"b03","2.01.003.00"
2017,"b04","2.01.004.00"
2017,"b05","2.01.005.00"
2017,"b06","2.02.001.00"
2017,"b07","2.02.003.00"
2017,"b08","2.03.001.00"
2017,"b09","2.03.004.00"
2017,"b10","2.03.005.00"
2017,"b11","2.03.006.00"
2017,"b12","2.03.007.00"
2017,"b13","2.03.008.00"
2017,"b14","2.03.009.00"
2017,"b15","2.03.010.00"
2017,"b16","2.03.011.00"
2017,"b17","2.03.013.00"
2017,"b18","2.04.001.00"
2017,"b19","2.04.002.00"
2017,"b20","2.04.003.00"
2017,"b21","2.05.001.00"
2017,"b22","2.05.002.00"
2017,"b23","2.05.003.00"
2017,"b24","2.05.004.00"
2017,"b25","2.06.001.00"
2017,"b26","2.06.002.00"
2017,"b27","2.06.003.00"
2017,"b28","2.06.004.00"
2017,"b29","2.07.001.00"
2017,"b30","2.07.002.00"
2017,"b31","2.07.004.00"
2017,"b32","2.07.005.00"
2017,"b33","2.07.006.00"
2017,"b34","2.07.007.00"
2017,"b35","2.08.001.00"
2017,"b36","2.08.002.00"
2017,"b37","2.08.003.00"
2017,"b38","2.09.001.00"
2017,"b39","2.09.002.00"
2017,"b40","2.09.003.00"
2017,"b41","2.09.005.00"
2017,"b42","2.09.006.00"
2017,"b43","2.09.007.00"
2017,"b44","2.09.008.00"
2017,"b45","2.09.009.00"
2017,"b46","2.09.010.00"
2017,"b47","2.10.001.00"
