"year","proc_measure","uid"
2021,"e04_02","6.02.003.03"
2021,"e04_03","6.02.003.04"
2021,"e04_04","6.02.003.06"
2021,"e04_05","6.02.003.07"
2021,"e04_06","6.02.003.08"
2021,"e04_07","6.02.003.09"
2021,"e04_08","6.02.003.10"
2021,"e04_09","6.02.003.11"
2021,"e04_10","6.02.003.12"
2021,"e04_11","6.02.003.98"
2021,"e04_12","6.02.003.99"
2021,"e05","6.02.004.00"
2021,"e06_a","6.04.002.00"
2021,"e06_b","6.04.003.00"
2021,"e06_c","6.04.004.00"
2021,"e06_d","6.04.005.00"
2021,"w01","7.02.001.00"
2021,"w02","7.02.002.00"
2021,"w03","7.02.003.00"
2021,"w04","7.02.004.00"
2021,"j04b","7.03.001.00"
2021,"w05","7.03.002.00"
2021,"w07","7.03.003.00"
2021,"w08","7.03.004.00"
2021,"hse_index","7.01.002.00"
2021,"perma_index","7.01.001.00"
2021,"mw_p","1.02.001.00"
2021,"op_p","1.02.002.00"
2021,"lm_p","1.02.003.00"
2021,"mt_p","1.02.004.00"
2021,"ld_p","1.02.005.00"
2021,"if_p","1.02.006.00"
2021,"rw_p","1.02.007.00"
2021,"pb_p","1.02.008.00"
2021,"lc_p","1.02.009.00"
2022,"ees","1.01.001.00"
2022,"mw_ts","1.02.001.00"
2022,"op_ts","1.02.002.00"
2022,"lm_ts","1.02.003.00"
2022,"mt_ts","1.02.004.00"
2022,"ld_ts","1.02.005.00"
2022,"if_ts","1.02.006.00"
2022,"rw_ts","1.02.007.00"
2022,"pb_ts","1.02.008.00"
2022,"lc_ts","1.02.009.00"
2022,"b01","2.01.001.00"
2022,"b02","2.01.002.00"
2022,"b03","2.01.003.00"
2022,"b04","2.01.004.00"
2022,"b05","2.01.005.00"
2022,"b06","2.02.001.00"
2022,"b07","2.02.003.00"
2022,"b08","2.03.001.00"
2022,"b09","2.03.004.00"
2022,"b10","2.03.005.00"
2022,"b11","2.03.006.00"
2022,"b12","2.03.007.00"
2022,"b13","2.03.008.00"
2022,"b14","2.03.009.00"
2022,"b15","2.03.010.00"
2022,"b16","2.03.011.00"
2022,"b18","2.04.001.00"
2022,"b19","2.04.002.00"
2022,"b20","2.04.003.00"
2022,"b21","2.05.001.00"
2022,"b22","2.05.002.00"
2022,"b23","2.05.003.00"
2022,"b24","2.05.004.00"
2022,"b25","2.06.001.00"
2022,"b26","2.06.002.00"
2022,"b27","2.06.003.00"
2022,"b28","2.06.004.00"
2022,"b29","2.07.001.00"
2022,"b30","2.07.002.00"
2022,"b31","2.07.004.00"
2022,"b32","2.07.005.00"
2022,"b33","2.07.006.00"
2022,"b34","2.07.007.00"
2022,"b35","2.08.001.00"
2022,"b36","2.08.002.00"
2022,"b37","2.08.003.00"
2022,"b38","2.09.001.00"
2022,"b39","2.09.002.00"
2022,"b40","2.09.003.00"
2022,"b41","2.09.005.00"
2022,"b42","2.09.006.00"
2022,"b43","2.09.007.00"
2022,"b44","2.09.008.00"
2022,"b45","2.09.009.00"
2022,"b46","2.09.010.00"
2022,"b47","2.10.001.00"
2022,"b48","2.10.002.00"
2022,"b49","2.10.003.00"
2022,"b50","2.10.004.00"
2022,"b51","2.10.005.00"
2022,"b52","2.11.001.00"
2022,"b53","2.11.003.00"
2022,"b54","3.01.001.00"
2022,"b55","3.01.002.00"
2022,"b56","3.01.006.00"
2022,"b57","3.01.007.00"
2022,"b58","3.01.008.00"
2022,"b59","3.03.001.00"
2022,"b59a","3.03.002.00"
2022,"b59b","3.03.003.00"
2022,"b59c","3.03.004.00"
2022,"b59d","3.03.005.00"
2022,"b59e","3.03.006.00"
2022,"b59f","3.03.007.00"
2022,"b59g","3.03.008.00"
2022,"b59h","3.03.009.00"
2022,"c01_1","4.01.001.01"
2022,"c01_2","4.01.001.02"
2022,"c01_3","4.01.001.03"
2022,"c01_4","4.01.001.04"
2022,"c02_01","4.01.002.01"
2022,"c02_02","4.01.002.02"
2022,"c02_03","4.01.002.03"
2022,"c02_04","4.01.002.04"
2022,"c02_05","4.01.002.05"
2022,"c02_06","4.01.002.06"
2022,"c02_07","4.01.002.07"
2022,"c02_08","4.01.002.08"
2022,"c02_09","4.01.002.09"
2022,"c02_10","4.01.002.10"
2022,"c02_11","4.01.002.11"
2022,"c02_12","4.01.002.12"
2022,"c02_13","4.01.002.13"
2022,"c02_14","4.01.002.14"
2022,"c02_15","4.01.002.15"
2022,"c02_16","4.01.002.98"
2022,"cv3","7.04.001.00"
2022,"d01a","5.01.004.00"
2022,"d02","5.01.002.00"
2022,"d03","5.01.003.00"
2022,"e01","6.01.001.00"
2022,"e02_01","6.01.002.01"
2022,"e02_02","6.01.002.02"
2022,"e02_03","6.01.002.03"
2022,"e02_04","6.01.002.04"
2022,"e02_05","6.01.002.05"
2022,"e02_06","6.01.002.06"
2022,"e02_07","6.01.002.07"
2022,"e02_08","6.01.002.08"
2022,"e02_09","6.01.002.09"
2022,"e02_10","6.01.002.10"
2022,"e02_11","6.01.002.11"
2022,"e02_12","6.01.002.12"
2022,"e02_13","6.01.002.13"
2022,"e02_14","6.01.002.14"
2022,"e02_15","6.01.002.15"
2022,"e02_16","6.01.002.16"
2022,"e02_17","6.01.002.17"
2022,"e02_18","6.01.002.18"
2022,"e02_19","6.01.002.98"
2022,"e02_20","6.01.002.99"
2022,"e03","6.02.001.00"
2022,"e03a_01","6.02.002.01"
2022,"e03a_02","6.02.002.02"
2022,"e03a_03","6.02.002.03"
2022,"e03a_04","6.02.002.04"
2022,"e03a_05","6.02.002.05"
2022,"e03a_06","6.02.002.06"
2022,"e03a_07","6.02.002.07"
2022,"e03a_08","6.02.002.08"
2022,"e03a_09","6.02.002.09"
2022,"e03a_10","6.02.002.10"
2022,"e03a_11","6.02.002.11"
2022,"e03a_12","6.02.002.12"
2022,"e03a_13","6.02.002.13"
2022,"e03a_14","6.02.002.14"
2022,"e03a_15","6.02.002.15"
2022,"e03a_16","6.02.002.98"
2022,"e03a_17","6.02.002.99"
2022,"e04_01","6.02.003.01"
2022,"e04_02","6.02.003.03"
2022,"e04_03","6.02.003.04"
2022,"e04_04","6.02.003.06"
2022,"e04_05","6.02.003.07"
2022,"e04_06","6.02.003.08"
2022,"e04_07","6.02.003.09"
2022,"e04_08","6.02.003.10"
2022,"e04_09","6.02.003.11"
2022,"e04_10","6.02.003.12"
2022,"e04_11","6.02.003.98"
2022,"e04_12","6.02.003.99"
2022,"e05","6.02.004.00"
2022,"e05a_01","6.03.001.01"
2022,"e05a_02","6.03.001.02"
2022,"e05a_03","6.03.001.03"
2022,"e05a_04","6.03.001.04"
2022,"e05b_01","6.03.002.01"
2022,"e05b_02","6.03.002.02"
2022,"e05b_03","6.03.002.03"
2022,"e05b_04","6.03.002.04"
2022,"e05b_05","6.03.002.05"
2022,"e05b_06","6.03.002.06"
2022,"e06_a","6.04.002.00"
2022,"e06_b","6.04.003.00"
2022,"e06_c","6.04.004.00"
2022,"e06_d","6.04.005.00"
2022,"w01","7.02.001.00"
2022,"w02","7.02.002.00"
2022,"w03","7.02.003.00"
2022,"w04","7.02.004.00"
2022,"j04b","7.03.001.00"
2022,"w05","7.03.002.00"
2022,"w07","7.03.003.00"
2022,"w08","7.03.004.00"
2022,"hse_index","7.01.002.00"
2022,"perma_index","7.01.001.00"
2022,"c01_01","4.01.001.01"
2022,"c01_02","4.01.001.02"
2022,"c01_03","4.01.001.03"
2022,"c01_04","4.01.001.04"
2023,"ees","1.01.001.00"
2023,"hse_index","7.01.002.00"
2023,"perma_index","7.01.001.00"
2023,"mw_ts","1.02.001.00"
2023,"op_ts","1.02.002.00"
2023,"lm_ts","1.02.003.00"
2023,"mt_ts","1.02.004.00"
2023,"ld_ts","1.02.005.00"
2023,"if_ts","1.02.006.00"
2023,"rw_ts","1.02.007.00"
2023,"pb_ts","1.02.008.00"
2023,"lc_ts","1.02.009.00"
2023,"b01","2.01.001.00"
2023,"b02","2.01.002.00"
2023,"b03","2.01.003.00"
2023,"b04","2.01.004.00"
2023,"b05","2.01.005.00"
2023,"b06","2.02.001.00"
2023,"b07","2.02.003.00"
2023,"b08","2.03.001.00"
2023,"b09","2.03.004.00"
2023,"b10","2.03.005.00"
2023,"b11","2.03.006.00"
2023,"b12","2.03.007.00"
2023,"b13","2.03.008.00"
2023,"b14","2.03.009.00"
2023,"b15","2.03.010.00"
2023,"b16","2.03.011.00"
2023,"b18","2.04.001.00"
2023,"b19","2.04.002.00"
2023,"b20","2.04.003.00"
2023,"b21","2.05.001.00"
2023,"b22","2.05.002.00"
2023,"b23","2.05.003.00"
2023,"b24","2.05.004.00"
2023,"b25","2.06.001.00"
2023,"b26","2.06.002.00"
2023,"b27","2.06.003.00"
2023,"b28","2.06.004.00"
2023,"b29","2.07.001.00"
2023,"b30","2.07.002.00"
2023,"b31","2.07.004.00"
2023,"b32","2.07.005.00"
2023,"b33","2.07.006.00"
2023,"b34","2.07.007.00"
2023,"b35","2.08.001.00"
2023,"b36","2.08.002.00"
2023,"b37","2.08.003.00"
2023,"b37a","2.08.004.00"
2023,"b37b","2.08.005.00"
2023,"b38","2.09.001.00"
2023,"b39","2.09.002.00"
2023,"b40","2.09.003.00"
2023,"b41","2.09.005.00"
2023,"b42","2.09.006.00"
2023,"b43","2.09.007.00"
2023,"b44","2.09.008.00"
2023,"b45","2.09.009.00"
2023,"b46","2.09.010.00"
2023,"b47","2.10.001.00"
2023,"b48","2.10.002.00"
2023,"b49","2.10.003.00"
2023,"b50","2.10.004.00"
2023,"b51","2.10.005.00"
2023,"b52","2.11.001.00"
2023,"b53","2.11.003.00"
2023,"b54","3.01.001.00"
2023,"b55","3.01.002.00"
2023,"b56","3.01.006.00"
2023,"b57","3.01.007.00"
2023,"b58","3.01.008.00"
2023,"b59","3.03.001.00"
2023,"b59a","3.03.002.00"
2023,"b59b","3.03.003.00"
2023,"b59c","3.03.004.00"
2023,"b59d","3.03.005.00"
2023,"b59e","3.03.006.00"
2023,"b59f","3.03.007.00"
2023,"b59g","3.03.008.00"
2023,"b59h","3.03.009.00"
2023,"b59i","3.03.010.00"
2023,"c01_1","4.01.001.01"
2023,"c01_2","4.01.001.02"
2023,"c01_3","4.01.001.03"
2023,"c01_4","4.01.001.04"
2023,"c02_01","4.01.002.01"
2023,"c02_02","4.01.002.02"
2023,"c02_03","4.01.002.03"
2023,"c02_04","4.01.002.04"
2023,"c02_05","4.01.002.05"
2023,"c02_06","4.01.002.06"
2023,"c02_07","4.01.002.07"
2023,"c02_08","4.01.002.08"
2023,"c02_09","4.01.002.09"
2023,"c02_10","4.01.002.10"
2023,"c02_11","4.01.002.11"
2023,"c02_12","4.01.002.12"
2023,"c02_13","4.01.002.13"
2023,"c02_14","4.01.002.14"
2023,"c02_15","4.01.002.15"
2023,"c02_16","4.01.002.98"
2023,"cv3","7.04.001.00"
2023,"d01a","5.01.004.00"
2023,"d02","5.01.002.00"
2023,"d03","5.01.003.00"
2023,"e01","6.01.001.00"
2023,"e02_01","6.01.002.01"
2023,"e02_02","6.01.002.02"
2023,"e02_03","6.01.002.03"
2023,"e02_04","6.01.002.04"
2023,"e02_05","6.01.002.05"
2023,"e02_06","6.01.002.06"
2023,"e02_07","6.01.002.07"
2023,"e02_08","6.01.002.08"
2023,"e02_09","6.01.002.09"
2023,"e02_10","6.01.002.10"
2023,"e02_11","6.01.002.11"
2023,"e02_12","6.01.002.12"
2023,"e02_13","6.01.002.13"
2023,"e02_14","6.01.002.14"
2023,"e02_15","6.01.002.15"
2023,"e02_16","6.01.002.16"
2023,"e02_17","6.01.002.17"
2023,"e02_18","6.01.002.18"
2023,"e02_19","6.01.002.98"
2023,"e02_20","6.01.002.99"
2023,"e03","6.02.001.00"
2023,"e03a_01","6.02.002.01"
2023,"e03a_02","6.02.002.02"
2023,"e03a_03","6.02.002.03"
2023,"e03a_04","6.02.002.04"
2023,"e03a_05","6.02.002.05"
2023,"e03a_06","6.02.002.06"
2023,"e03a_07","6.02.002.07"
2023,"e03a_08","6.02.002.08"
2023,"e03a_09","6.02.002.09"
2023,"e03a_10","6.02.002.10"
2023,"e03a_11","6.02.002.11"
2023,"e03a_12","6.02.002.12"
2023,"e03a_13","6.02.002.13"
2023,"e03a_14","6.02.002.14"
2023,"e03a_15","6.02.002.15"
2023,"e03a_16","6.02.002.98"
2023,"e03a_17","6.02.002.99"
2023,"e04_01","6.02.003.01"
2023,"e04_02","6.02.003.03"
2023,"e04_03","6.02.003.04"
2023,"e04_04","6.02.003.06"
2023,"e04_05","6.02.003.07"
2023,"e04_06","6.02.003.08"
2023,"e04_07","6.02.003.09"
2023,"e04_08","6.02.003.10"
2023,"e04_09","6.02.003.11"
2023,"e04_10","6.02.003.12"
2023,"e04_11","6.02.003.98"
2023,"e04_12","6.02.003.99"
2023,"e05","6.02.004.00"
2023,"e05a_01","6.03.001.01"
2023,"e05a_02","6.03.001.02"
2023,"e05a_03","6.03.001.03"
2023,"e05a_04","6.03.001.04"
2023,"e05b_01","6.03.002.01"
2023,"e05b_02","6.03.002.02"
2023,"e05b_03","6.03.002.03"
2023,"e05b_04","6.03.002.04"
2023,"e05b_05","6.03.002.05"
2023,"e05b_06","6.03.002.06"
2023,"e06_a","6.04.002.00"
2023,"e06_b","6.04.003.00"
2023,"e06_c","6.04.004.00"
2023,"e06_d","6.04.005.00"
2023,"w01","7.02.001.00"
2023,"w02","7.02.002.00"
2023,"w03","7.02.003.00"
2023,"w04","7.02.004.00"
2023,"j04b","7.03.001.00"
2023,"w05","7.03.002.00"
2023,"w09","7.03.005.00"
2023,"w10","7.03.006.00"
2024,"ees","1.01.001.00"
2024,"hse_index","7.01.002.00"
2024,"perma_index","7.01.001.00"
2024,"mw_ts","1.02.001.00"
2024,"op_ts","1.02.002.00"
2024,"lm_ts","1.02.003.00"
2024,"mt_ts","1.02.004.00"
2024,"ld_ts","1.02.005.00"
2024,"if_ts","1.02.006.00"
2024,"rw_ts","1.02.007.00"
2024,"pb_ts","1.02.008.00"
2024,"lc_ts","1.02.009.00"
2024,"b01","2.01.001.00"
2024,"b02","2.01.002.00"
2024,"b03","2.01.003.00"
2024,"b04","2.01.004.00"
2024,"b05","2.01.005.00"
2024,"b06","2.02.001.00"
2024,"b07","2.02.003.00"
2024,"b08","2.03.001.00"
2024,"b09","2.03.004.00"
2024,"b10","2.03.005.00"
2024,"b11","2.03.006.00"
2024,"b12","2.03.007.00"
2024,"b13","2.03.008.00"
2024,"b14","2.03.009.00"
2024,"b15","2.03.010.00"
2024,"b16","2.03.011.00"
2024,"b16a","2.03.012.00"
2024,"b18","2.04.001.00"
2024,"b19","2.04.002.00"
2024,"b20","2.04.003.00"
2024,"b21","2.05.001.00"
2024,"b22","2.05.002.00"
2024,"b23","2.05.003.00"
2024,"b24","2.05.004.00"
2024,"b25","2.06.001.00"
2024,"b26","2.06.002.00"
2024,"b27","2.06.003.00"
2024,"b28","2.06.004.00"
2024,"b29","2.07.001.00"
2024,"b30","2.07.002.00"
2024,"b31","2.07.004.00"
2024,"b32","2.07.005.00"
2024,"b33","2.07.006.00"
2024,"b34","2.07.007.00"
2024,"b35","2.08.001.00"
2024,"b36","2.08.002.00"
2024,"b37","2.08.003.00"
2024,"b37a","2.08.004.00"
2024,"b37b","2.08.005.00"
2024,"b38","2.09.001.00"
2024,"b39","2.09.002.00"
2024,"b40","2.09.003.00"
2024,"b41","2.09.005.00"
2024,"b42","2.09.006.00"
2024,"b43","2.09.007.00"
2024,"b44","2.09.008.00"
2024,"b45","2.09.009.00"
2024,"b46","2.09.010.00"
2024,"b47","2.10.001.00"
2024,"b48","2.10.002.00"
2024,"b49","2.10.003.00"
2024,"b50","2.10.004.00"
2024,"b51","2.10.005.00"
2024,"b52","2.11.001.00"
2024,"b53","2.11.003.00"
2024,"b54","3.01.001.00"
2024,"b55","3.01.002.00"
2024,"b56","3.01.006.00"
2024,"b57","3.01.007.00"
2024,"b58","3.01.008.00"
2024,"b59","3.03.001.00"
2024,"b59a","3.03.002.00"
2024,"b59b","3.03.003.00"
2024,"b59c","3.03.004.00"
2024,"b59d","3.03.005.00"
2024,"b59e","3.03.006.00"
2024,"b59f","3.03.007.00"
2024,"b59g","3.03.008.00"
2024,"b59h","3.03.009.00"
2024,"b60","3.04.001.00"
2024,"b61","3.04.002.00"
2024,"c01_1","4.01.001.01"
2024,"c01_2","4.01.001.02"
2024,"c01_3","4.01.001.03"
2024,"c01_4","4.01.001.04"
2024,"c02_01","4.01.002.01"
2024,"c02_02","4.01.002.02"
2024,"c02_03","4.01.002.03"
2024,"c02_04","4.01.002.04"
2024,"c02_05","4.01.002.05"
2024,"c02_06","4.01.002.06"
2024,"c02_07","4.01.002.07"
2024,"c02_08","4.01.002.08"
2024,"c02_09","4.01.002.09"
2024,"c02_10","4.01.002.10"
2024,"c02_11","4.01.002.11"
2024,"c02_12","4.01.002.12"
2024,"c02_13","4.01.002.13"
2024,"c02_14","4.01.002.14"
2024,"c02_15","4.01.002.15"
2024,"c02_16","4.01.002.98"
2024,"cv3","7.04.001.00"
2024,"d01a","5.01.004.00"
2024,"d02","5.01.002.00"
2024,"d03","5.01.003.00"
2024,"e01","6.01.001.00"
2024,"e02_01","6.01.002.01"
2024,"e02_02","6.01.002.02"
2024,"e02_03","6.01.002.03"
2024,"e02_04","6.01.002.04"
2024,"e02_05","6.01.002.05"
2024,"e02_06","6.01.002.06"
2024,"e02_07","6.01.002.07"
2024,"e02_08","6.01.002.08"
2024,"e02_09","6.01.002.09"
2024,"e02_10","6.01.002.10"
2024,"e02_11","6.01.002.11"
2024,"e02_12","6.01.002.12"
2024,"e02_13","6.01.002.13"
2024,"e02_14","6.01.002.14"
2024,"e02_15","6.01.002.15"
2024,"e02_16","6.01.002.16"
2024,"e02_17","6.01.002.17"
2024,"e02_18","6.01.002.18"
2024,"e02_19","6.01.002.98"
2024,"e02_20","6.01.002.99"
2024,"e03","6.02.001.00"
2024,"e03a_01","6.02.002.01"
2024,"e03a_02","6.02.002.02"
2024,"e03a_03","6.02.002.03"
2024,"e03a_04","6.02.002.04"
2024,"e03a_05","6.02.002.05"
2024,"e03a_06","6.02.002.06"
2024,"e03a_07","6.02.002.07"
2024,"e03a_08","6.02.002.08"
2024,"e03a_09","6.02.002.09"
2024,"e03a_10","6.02.002.10"
2024,"e03a_11","6.02.002.11"
2024,"e03a_12","6.02.002.12"
2024,"e03a_13","6.02.002.13"
2024,"e03a_14","6.02.002.14"
2024,"e03a_15","6.02.002.15"
2024,"e03a_16","6.02.002.98"
2024,"e03a_17","6.02.002.99"
2024,"e04_01","6.02.003.01"
2024,"e04_02","6.02.003.03"
2024,"e04_03","6.02.003.04"
2024,"e04_04","6.02.003.06"
2024,"e04_05","6.02.003.07"
2024,"e04_06","6.02.003.08"
2024,"e04_07","6.02.003.09"
2024,"e04_08","6.02.003.10"
2024,"e04_09","6.02.003.11"
2024,"e04_10","6.02.003.12"
2024,"e04_11","6.02.003.98"
2024,"e04_12","6.02.003.99"
2024,"e05","6.02.004.00"
2024,"e05a_01","6.03.001.01"
2024,"e05a_02","6.03.001.02"
2024,"e05a_03","6.03.001.03"
2024,"e05a_04","6.03.001.04"
2024,"e05b_01","6.03.002.01"
2024,"e05b_02","6.03.002.02"
2024,"e05b_03","6.03.002.03"
2024,"e05b_04","6.03.002.04"
2024,"e05b_05","6.03.002.05"
2024,"e05b_06","6.03.002.06"
2024,"e06_a","6.04.002.00"
2024,"e06_b","6.04.003.00"
2024,"e06_c","6.04.004.00"
2024,"e06_d","6.04.005.00"
2024,"w01","7.02.001.00"
2024,"w02","7.02.002.00"
2024,"w03","7.02.003.00"
2024,"w04","7.02.004.00"
2024,"j04b","7.03.001.00"
2024,"w05","7.03.002.00"
2024,"w09","7.03.005.00"
2024,"w10","7.03.006.00"
